"timestamp","system.slice/ModemManager.service::memory.current","system.slice/NetworkManager-dispatcher.service::memory.current","system.slice/NetworkManager.service::memory.current","system.slice/\x2esnapshots.mount::memory.current","system.slice/auditd.service::memory.current","system.slice/avahi-daemon.service::memory.current","system.slice/backup-rpmdb.service::memory.current","system.slice/backup-sysconfig.service::memory.current","system.slice/bluetooth.service::memory.current","system.slice/bolt.service::memory.current","system.slice/boot-efi.mount::memory.current","system.slice/boot-grub2-i386\x2dpc.mount::memory.current","system.slice/boot-grub2-x86_64\x2defi.mount::memory.current","system.slice/cgar_collector.service::memory.current","system.slice/chronyd.service::memory.current","system.slice/cron.service::memory.current","system.slice/cups.service::memory.current","system.slice/dbus.service::memory.current","system.slice/dev-system-swap.swap::memory.current","system.slice/display-manager.service::memory.current","system.slice/docker-2428ce1f049231393715e90fd02d680a73e0a7e3affa220eb11d5dde73fc3a19.scope::memory.current","system.slice/docker.service::memory.current","system.slice/firewalld.service::memory.current","system.slice/haveged.service::memory.current","system.slice/home.mount::memory.current","system.slice/irqbalance.service::memory.current","system.slice/isos.mount::memory.current","system.slice/libvirtd.service::memory.current","system.slice/logrotate.service::memory.current","system.slice/mcelog.service::memory.current","system.slice/opt.mount::memory.current","system.slice/polkit.service::memory.current","system.slice/postfix.service::memory.current","system.slice/power-profiles-daemon.service::memory.current","system.slice/root.mount::memory.current","system.slice/rsyslog.service::memory.current","system.slice/rtkit-daemon.service::memory.current","system.slice/smartd.service::memory.current","system.slice/snap-bare-5.mount::memory.current","system.slice/snap-core-14399.mount::memory.current","system.slice/snap-core-14447.mount::memory.current","system.slice/snap-core18-2667.mount::memory.current","system.slice/snap-core18-2679.mount::memory.current","system.slice/snap-gnome\x2d3\x2d34\x2d1804-77.mount::memory.current","system.slice/snap-gtk\x2dcommon\x2dthemes-1535.mount::memory.current","system.slice/snap-slack-68.mount::memory.current","system.slice/snap-wekan-1999.mount::memory.current","system.slice/snap.wekan.mongodb.service::memory.current","system.slice/snap.wekan.wekan.service::memory.current","system.slice/snapd.service::memory.current","system.slice/snapd.socket::memory.current","system.slice/snapper-timeline.service::memory.current","system.slice/snapperd.service::memory.current","system.slice/srv.mount::memory.current","system.slice/storage.mount::memory.current","system.slice/sysroot.mount::memory.current","system.slice/system-getty.slice::memory.current","system.slice/system-lvm2\x2dpvscan.slice::memory.current","system.slice/system-modprobe.slice::memory.current","system.slice/system-systemd\x2dbacklight.slice::memory.current","system.slice/system-systemd\x2dcryptsetup.slice::memory.current","system.slice/system-systemd\x2dfsck.slice::memory.current","system.slice/system-systemd\x2dhibernate\x2dresume.slice::memory.current","system.slice/systemd-hostnamed.service::memory.current","system.slice/systemd-journald.service::memory.current","system.slice/systemd-localed.service::memory.current","system.slice/systemd-logind.service::memory.current","system.slice/systemd-machined.service::memory.current","system.slice/systemd-timedated.service::memory.current","system.slice/systemd-udevd.service::memory.current","system.slice/tmp.mount::memory.current","system.slice/tuned.service::memory.current","system.slice/udisks2.service::memory.current","system.slice/upower.service::memory.current","system.slice/usr-local.mount::memory.current","system.slice/var-lib-docker.mount::memory.current","system.slice/var.mount::memory.current","system.slice/vm.mount::memory.current","system.slice/wpa_supplicant.service::memory.current"
"2023-02-09T09:09:05+01:00",12.1,"-",19.8,0.0,5.4,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,12.5,1.7,0.9,8.2,17.3,0.3,395.5,46.8,290.3,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.3,11.7,1.4,0.1,3.9,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,134.8,335.1,67.2,0.0,"-",171.1,0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:10:05+01:00",12.1,"-",19.8,0.0,5.4,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,12.3,1.7,0.9,8.2,17.3,0.3,401.6,46.8,290.4,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.3,11.7,1.4,0.1,3.9,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,157.9,334.6,67.3,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:11:04+01:00",12.1,"-",19.8,0.0,5.4,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,16.0,1.7,0.9,8.2,17.3,0.3,395.9,53.8,290.4,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.3,11.6,1.4,0.1,3.9,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,158.0,335.1,67.3,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:12:00+01:00",12.1,"-",19.8,0.0,5.4,1.7,344.9,"-",2.2,2.0,0.0,0.0,0.1,14.6,1.7,0.9,8.2,17.3,0.3,383.9,53.6,290.2,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,3.9,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,158.1,335.4,67.4,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:13:29+01:00",12.1,"-",19.8,0.0,5.4,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,14.4,1.7,0.9,8.2,17.3,0.3,383.8,53.6,290.3,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,158.1,335.5,67.4,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:14:50+01:00",12.1,"-",19.8,0.0,5.5,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,14.2,1.7,0.9,8.2,17.3,0.3,373.2,53.6,290.4,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,158.1,337.6,66.6,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:15:02+01:00",12.1,"-",19.8,0.0,5.5,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,13.2,1.7,0.9,8.2,17.3,0.3,372.9,53.6,290.5,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,158.1,338.0,66.6,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:16:21+01:00",12.1,"-",19.8,0.0,5.5,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,14.4,1.7,0.9,8.2,17.3,0.3,378.3,53.7,290.6,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,158.1,338.0,66.9,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:17:22+01:00",12.1,"-",19.8,0.0,5.5,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,9.9,1.7,0.9,8.2,17.3,0.3,374.4,53.7,290.6,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,159.1,345.8,66.9,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:18:21+01:00",12.1,"-",19.8,0.0,5.5,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,14.2,1.7,0.9,8.2,17.3,0.3,380.7,53.6,290.3,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,159.3,350.5,66.9,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:19:29+01:00",12.1,"-",19.8,0.0,5.5,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,14.2,1.7,0.9,8.2,17.3,0.3,375.1,54.1,290.3,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,161.4,341.1,66.7,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:20:50+01:00",12.1,"-",19.8,0.0,5.5,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,12.2,1.7,0.9,8.2,17.3,0.3,377.8,54.1,290.5,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,161.4,348.0,66.7,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:21:21+01:00",12.1,"-",19.8,0.0,5.5,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,12.8,1.7,0.9,8.2,17.3,0.3,372.7,54.1,290.5,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,161.4,346.8,66.8,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:22:29+01:00",12.1,"-",19.8,0.0,5.5,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,13.3,1.7,0.9,8.2,17.3,0.3,376.4,53.7,290.5,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,161.6,346.7,66.8,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:23:29+01:00",12.1,"-",19.8,0.0,5.5,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,14.5,1.7,0.9,8.2,17.3,0.3,394.8,53.7,290.5,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,161.6,355.2,66.9,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:24:21+01:00",12.1,"-",19.8,0.0,5.6,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,12.2,1.7,0.9,8.2,17.3,0.3,373.0,53.9,290.6,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,161.6,348.1,66.7,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:25:29+01:00",12.1,"-",19.8,0.0,5.6,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,14.6,1.7,0.9,8.2,17.3,0.3,373.0,53.9,290.8,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,161.6,349.1,66.8,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:26:21+01:00",12.1,"-",19.8,0.0,5.6,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,10.5,1.7,0.9,8.2,17.3,0.3,373.0,54.0,290.8,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,161.6,348.8,66.8,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:27:20+01:00",12.1,"-",19.8,0.0,5.6,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,12.2,1.7,0.9,8.2,17.3,0.3,373.0,54.0,292.5,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,161.6,349.1,66.8,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:28:50+01:00",12.1,"-",19.8,0.0,5.6,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,14.8,1.7,0.9,8.2,17.3,0.3,395.5,53.7,292.5,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,161.6,350.6,66.9,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:29:29+01:00",12.1,"-",19.8,0.0,5.6,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,16.8,1.7,0.9,8.2,17.3,0.3,414.4,54.0,292.6,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,163.8,349.1,66.9,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:30:21+01:00",12.1,"-",19.8,0.0,5.6,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,12.2,1.7,0.9,8.2,17.3,0.3,373.0,54.1,292.6,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,163.8,349.4,66.9,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
"2023-02-09T09:31:21+01:00",12.1,"-",19.8,0.0,5.6,1.7,"-","-",2.2,2.0,0.0,0.0,0.1,12.1,1.7,0.9,8.2,17.3,0.3,376.6,54.1,292.8,49.1,4.4,2.8,0.8,0.0,157.5,"-",0.7,0.1,41.5,11.6,1.4,0.1,4.0,0.8,4.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,163.8,351.3,66.9,0.0,"-","-",0.0,0.0,1.8,0.7,0.2,0.3,0.1,0.0,0.3,0.0,"-",10.9,"-",2.1,1.4,"-",71.9,0.1,"-",10.0,2.5,0.1,0.0,0.1,0.0,3.9
